STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
025500,99999, 19991101,   48.0,22,   44.2,22, 9999.9, 0, 9999.9, 0,   7.0,20,  12.1,22,  16.9, 999.9,   50.2 ,  43.3 ,99.99 ,999.9, 010000,
025500,99999, 19991105,   42.0,21,   37.5,21, 9999.9, 0, 9999.9, 0,   5.3,19,   9.3,21,  12.0, 999.9,   45.7*,  39.2*,99.99 ,999.9, 010000,
025500,99999, 19991110,   35.3,23,   33.0,23, 9999.9, 0, 9999.9, 0,   6.5,21,   6.6,23,  12.0, 999.9,   42.1*,  26.6*,99.99 ,999.9, 010000,
025500,99999, 19991115,   29.0,23,   22.2,23, 9999.9, 0, 9999.9, 0,   6.5,21,   6.4,23,  12.0, 999.9,   33.8 ,  19.4*, 0.00I,999.9, 000000,
025500,99999, 19991120,   30.1,17,   23.8,17, 1023.6, 4,  995.2, 4,   7.0,13,   7.7,17,  14.0, 999.9,   32.0*,  27.0*, 0.00I,999.9, 000000,
025500,99999, 19991125,   39.5,24,   38.2,24, 9999.9, 0, 9999.9, 0,   5.2,22,   9.6,24,  12.0, 999.9,   43.0 ,  30.7 ,99.99 ,999.9, 010000,
025500,99999, 19991129,   41.4,24,   34.5,24, 9999.9, 0, 9999.9, 0,   6.8,22,  17.4,24,  32.1,  49.9,   47.3 ,  30.2*,99.99 ,999.9, 010000,
025500,99999, 19991201,   38.1,24,   29.2,24, 9999.9, 0, 9999.9, 0,   6.3,22,  15.7,24,  23.9,  40.0,   42.8*,  32.0*,99.99 ,999.9, 010000,
025500,99999, 19991205,   17.4,21,   15.4,21, 9999.9, 0, 9999.9, 0,   6.5,19,   3.1,21,  12.0, 999.9,   23.2 ,  11.5 , 0.00I,999.9, 000000,
025500,99999, 19991210,   37.3,23,   35.5,23, 9999.9, 0, 9999.9, 0,   6.7,22,   9.7,23,  15.9, 999.9,   39.2*,  33.4 ,99.99 ,999.9, 010000,
025500,99999, 19991215,   22.9,24,   20.3,24, 9999.9, 0, 9999.9, 0,   2.8,23,  16.0,24,  22.0,  35.0,   25.3 ,  17.6*,99.99 ,999.9, 001000,
025500,99999, 19991220,   16.5,23,   13.3,23, 9999.9, 0, 9999.9, 0,   6.3,21,   3.7,23,   7.0, 999.9,   24.8*,   5.0*, 0.00I,999.9, 000000,
025500,99999, 19991225,   34.1,12,   33.2,12, 9999.9, 0, 9999.9, 0,   4.4,10,  13.1,12,  16.9, 999.9,   37.4 ,  32.0*,99.99 ,999.9, 011000,
025500,99999, 19991229,   24.9,23,   23.1,23, 9999.9, 0, 9999.9, 0,   4.9,21,   4.4,23,   7.0, 999.9,   27.7*,  14.0*,99.99 ,999.9, 001000,
025500,99999, 20000101,   32.0,18,   31.9,18, 9999.9, 0, 9999.9, 0,   2.3,15,   6.3,18,  11.1, 999.9,   32.5 ,  27.3 ,99.99 ,999.9, 101000,
025500,99999, 20000105,   34.0,21,   31.5,21, 9999.9, 0, 9999.9, 0,   6.9,19,   7.3,21,  13.0, 999.9,   35.6*,  32.0*, 0.00I,999.9, 000000,
025500,99999, 20000110,   34.1,23,   31.0,23, 9999.9, 0, 9999.9, 0,   6.7,21,   8.4,23,  15.0,  26.0,   36.3 ,  29.8 , 0.00I,999.9, 000000,
025500,99999, 20000115,   27.6,17,   25.0,17, 1027.4, 4,  998.9, 4,   6.0,13,   5.1,17,   8.0, 999.9,   30.7 ,  23.0*, 0.00I,999.9, 000000,
025500,99999, 20000120,   32.3,24,   24.7,24, 9999.9, 0, 9999.9, 0,   6.1,22,   9.5,24,  16.9, 999.9,   39.6 ,  27.9 ,99.99 ,999.9, 001000,
025500,99999, 20000125,   27.6,24,   23.7,24, 9999.9, 0, 9999.9, 0,   6.4,22,   6.5,24,  12.0, 999.9,   34.2 ,  19.6 , 0.00I,999.9, 000000,
025500,99999, 20000129,   34.8,16,   33.1,16,  976.6, 4,  949.7, 4,   5.4,12,  13.4,16,  19.0,  29.9,   38.1 ,  31.1 ,99.99 ,999.9, 011000,
025500,99999, 20000201,   31.8,23,   30.1,23, 9999.9, 0, 9999.9, 0,   4.6,21,   7.0,23,  15.0, 999.9,   39.2*,  21.2 ,99.99 ,999.9, 011000,
025500,99999, 20000205,   42.0,17,   40.6,17, 1010.2, 4,  982.8, 4,   4.9,13,   6.9,17,  15.9, 999.9,   46.4*,  37.4 ,99.99 ,999.9, 010000,
025500,99999, 20000210,   35.1,23,   32.8,23, 9999.9, 0, 9999.9, 0,   5.3,21,  15.3,23,  23.9,  30.9,   39.2 ,  28.4 ,99.99 ,999.9, 010000,
025500,99999, 20000215,   32.2,19,   30.2,19, 9999.9, 0, 9999.9, 0,   5.0,17,   8.4,19,  12.0, 999.9,   36.3 ,  23.4 ,99.99 ,999.9, 001000,
025500,99999, 20000220,   24.3,21,   19.6,21, 9999.9, 0, 9999.9, 0,   5.5,18,   4.4,21,   7.0, 999.9,   30.9 ,  15.8*, 0.00I,999.9, 000000,
025500,99999, 20000225,   33.6,24,   31.1,24, 9999.9, 0, 9999.9, 0,   5.9,21,   8.8,24,  15.0, 999.9,   36.5 ,  31.6 ,99.99 ,999.9, 001000,
025500,99999, 20000229,   36.2,23,   32.2,23, 9999.9, 0, 9999.9, 0,   6.3,22,  14.0,23,  21.0,  28.0,   39.2*,  33.8*,99.99 ,999.9, 010000,
025500,99999, 20000301,   34.6,21,   31.7,21, 9999.9, 0, 9999.9, 0,   6.1,20,   9.2,21,  15.0, 999.9,   39.4 ,  32.0*,99.99 ,999.9, 011000,
025500,99999, 20000305,   26.7,21,   10.2,21, 9999.9, 0, 9999.9, 0,   6.2,18,   8.0,21,  14.0, 999.9,   32.7 ,  21.2*, 0.00I,999.9, 000000,
025500,99999, 20000310,   27.6,23,   16.9,23, 9999.9, 0, 9999.9, 0,   6.2,21,   7.6,23,  14.0, 999.9,   33.8*,  23.0*, 0.00I,999.9, 000000,
025500,99999, 20000315,   31.3,23,   14.6,23, 9999.9, 0, 9999.9, 0,   6.3,21,  10.4,23,  16.9, 999.9,   37.8 ,  26.1 , 0.00I,999.9, 000000,
025500,99999, 20000320,   44.2,22,   36.4,22, 9999.9, 0, 9999.9, 0,   6.2,20,  10.5,22,  19.0, 999.9,   57.0 ,  34.0 , 0.00I,999.9, 000000,
025500,99999, 20000325,   32.0,21,   17.3,21, 9999.9, 0, 9999.9, 0,   6.5,19,   5.1,21,  13.0, 999.9,   42.8 ,  17.6 , 0.00I,999.9, 000000,
025500,99999, 20000329,   26.6,24,   18.4,24, 9999.9, 0, 9999.9, 0,   6.2,22,   2.9,24,   7.0, 999.9,   39.0 ,  10.4 , 0.00I,999.9, 000000,
025500,99999, 20000401,   37.6,21,   35.3,21, 9999.9, 0, 9999.9, 0,   4.6,18,   3.2,21,   5.1, 999.9,   41.0 ,  34.9 ,99.99 ,999.9, 010000,
025500,99999, 20000405,   31.4,24,   18.5,24, 9999.9, 0, 9999.9, 0,   6.1,22,  10.8,24,  20.0, 999.9,   38.1 ,  26.6*,99.99 ,999.9, 010000,
025500,99999, 20000410,   39.9,23,   21.5,23, 9999.9, 0, 9999.9, 0,   6.7,21,   3.0,23,   6.0, 999.9,   46.4 ,  32.7 , 0.00I,999.9, 000000,
025500,99999, 20000415,   40.9,19,   34.5,19, 9999.9, 0, 9999.9, 0,   6.1,16,   8.0,19,  19.0, 999.9,   46.9 ,  31.5*, 0.00I,999.9, 000000,
025500,99999, 20000420,   49.2,21,   42.1,21, 9999.9, 0, 9999.9, 0,   6.2,19,   3.0,20,   7.0, 999.9,   59.0 ,  38.8*,99.99 ,999.9, 110000,
025500,99999, 20000425,   50.2,22,   38.6,22, 9999.9, 0, 9999.9, 0,   6.5,22,   6.2,22,  12.0, 999.9,   59.0*,  37.4*, 0.00I,999.9, 000000,
025500,99999, 20000429,   58.4,21,   46.6,21, 9999.9, 0, 9999.9, 0,   5.9,18,   3.2,21,   6.0, 999.9,   72.5 ,  42.1 , 0.00I,999.9, 000000,
025500,99999, 20000501,   51.9,23,   35.3,23, 9999.9, 0, 9999.9, 0,   6.2,21,   7.2,23,  11.1, 999.9,   62.6 ,  41.0*, 0.00I,999.9, 000000,
025500,99999, 20000505,   52.5,23,   35.0,23, 9999.9, 0, 9999.9, 0,   6.2,21,   5.8,23,   9.9, 999.9,   66.9 ,  33.4 , 0.00I,999.9, 000000,
025500,99999, 20000510,   60.3,23,   32.9,23, 9999.9, 0, 9999.9, 0,   6.2,21,   6.7,22,  11.1, 999.9,   73.0 ,  42.6 , 0.00I,999.9, 000000,
025500,99999, 20000515,   63.4,23,   31.3,23, 9999.9, 0, 9999.9, 0,   6.2,21,   8.0,23,  15.0, 999.9,   77.4 ,  39.2 , 0.00I,999.9, 000000,
025500,99999, 20000520,   52.0,20,   38.2,20, 9999.9, 0, 9999.9, 0,   6.7,17,   4.2,20,   7.0,  18.1,   60.8*,  34.3 , 0.00I,999.9, 000000,
025500,99999, 20000525,   48.7,23,   41.3,23, 9999.9, 0, 9999.9, 0,   6.2,21,   8.5,23,  16.9, 999.9,   55.0 ,  39.2 ,99.99 ,999.9, 010000,
025500,99999, 20000529,   47.6,23,   43.0,23, 9999.9, 0, 9999.9, 0,   7.0,21,  12.1,23,  18.1,  22.9,   52.2 ,  44.6*,99.99 ,999.9, 010000,
025500,99999, 20000601,   51.4,23,   38.5,23, 1018.9, 4,  991.5, 4,   6.5,19,   7.8,23,  14.0, 999.9,   60.6 ,  39.6 ,99.99 ,999.9, 010000,
025500,99999, 20000605,   52.1,23,   30.5,23, 9999.9, 0, 9999.9, 0,   6.2,21,   4.9,23,   8.9, 999.9,   59.2 ,  40.3 , 0.00I,999.9, 000000,
025500,99999, 20000610,   67.5,20,   40.1,20, 9999.9, 0, 9999.9, 0,   6.2,17,   9.7,20,  15.0, 999.9,   78.8*,  45.9 , 0.00I,999.9, 000000,
025500,99999, 20000615,   51.5,24,   35.7,24, 9999.9, 0, 9999.9, 0,   6.7,22,  11.2,24,  19.0, 999.9,   60.8 ,  41.0*,99.99 ,999.9, 010010,
025500,99999, 20000620,   71.6,24,   51.4,24, 9999.9, 0, 9999.9, 0,   6.2,21,   7.9,24,  15.0, 999.9,   84.2 ,  57.0 , 0.00I,999.9, 000000,
025500,99999, 20000625,   55.3,21,   48.4,21, 9999.9, 0, 9999.9, 0,   6.6,19,   3.8,21,   8.0, 999.9,   62.2 ,  44.6*,99.99 ,999.9, 110000,
025500,99999, 20000629,   56.5,23,   46.7,23, 9999.9, 0, 9999.9, 0,   6.8,21,   4.7,23,   9.9, 999.9,   62.6*,  45.7 ,99.99 ,999.9, 010000,
025500,99999, 20000701,   55.3,19,   47.7,19, 9999.9, 0, 9999.9, 0,   6.9,16,   8.1,19,  13.0, 999.9,   59.0*,  50.0*,99.99 ,999.9, 010000,
025500,99999, 20000705,   61.3,24,   47.2,24, 9999.9, 0, 9999.9, 0,   6.3,22,   3.1,24,   8.0, 999.9,   71.1 ,  45.5 , 0.00I,999.9, 000000,
025500,99999, 20000710,   56.0,24,   49.2,24, 9999.9, 0, 9999.9, 0,   6.7,22,   7.4,24,  12.0, 999.9,   64.0 ,  49.5 ,99.99 ,999.9, 010000,
025500,99999, 20000715,   55.0,19,   46.0,19, 9999.9, 0, 9999.9, 0,   7.0,16,   5.6,19,  11.1, 999.9,   65.5 ,  40.1 ,99.99 ,999.9, 110000,
025500,99999, 20000720,   58.2,23,   54.3,23, 9999.9, 0, 9999.9, 0,   6.9,20,   9.8,23,  19.4, 999.9,   62.1 ,  55.4*,99.99 ,999.9, 010000,
025500,99999, 20000725,   59.7,23,   54.2,23, 9999.9, 0, 9999.9, 0,   5.7,20,   7.9,23,  15.0, 999.9,   66.4 ,  48.0 ,99.99 ,999.9, 110000,
025500,99999, 20000729,   58.2,17,   46.0,17, 1012.0, 4,  984.9, 4,   6.3,13,   3.1,17,   8.0, 999.9,   69.8*,  39.9 , 0.00I,999.9, 100000,
025500,99999, 20000801,   58.3,23,   52.1,23, 9999.9, 0, 9999.9, 0,   5.7,21,   5.9,23,   9.9, 999.9,   63.9 ,  54.5 ,99.99 ,999.9, 010000,
025500,99999, 20000805,   57.8,17,   50.4,17, 1016.8, 4,  989.8, 4,   7.0,13,   8.6,17,  15.0, 999.9,   63.7 ,  47.3 ,99.99 ,999.9, 010000,
025500,99999, 20000810,   55.6,22,   50.4,22, 9999.9, 0, 9999.9, 0,   6.5,20,   5.2,22,   9.9, 999.9,   61.7 ,  43.0 , 0.00I,999.9, 000000,
025500,99999, 20000815,   62.0,23,   57.1,23, 9999.9, 0, 9999.9, 0,   6.3,21,   7.6,23,  13.0, 999.9,   71.1 ,  56.3 ,99.99 ,999.9, 010000,
025500,99999, 20000820,   58.1,21,   48.9,21, 9999.9, 0, 9999.9, 0,   6.9,19,   9.8,21,  15.0, 999.9,   66.0 ,  51.8*,99.99 ,999.9, 010000,
025500,99999, 20000825,   52.6,23,   43.0,23, 9999.9, 0, 9999.9, 0,   6.5,21,   5.3,23,  12.0, 999.9,   64.0 ,  39.2*, 0.00I,999.9, 000000,
025500,99999, 20000829,   55.8,23,   51.8,23, 9999.9, 0, 9999.9, 0,   6.2,21,   4.0,23,   9.9, 999.9,   64.9 ,  48.2*,99.99 ,999.9, 110010,
025500,99999, 20000901,   52.0,23,   42.7,23, 9999.9, 0, 9999.9, 0,   5.8,21,   1.1,21,   4.1, 999.9,   65.7 ,  35.1 , 0.00I,999.9, 100000,
025500,99999, 20000905,   45.4,24,   33.1,24, 9999.9, 0, 9999.9, 0,   6.2,21,   2.8,24,   7.0, 999.9,   58.3 ,  30.2 , 0.00I,999.9, 000000,
025500,99999, 20000910,   53.7,20,   42.1,20, 9999.9, 0, 9999.9, 0,   6.7,18,  11.3,20,  18.1, 999.9,   60.8 ,  46.4*, 0.00I,999.9, 000000,
025500,99999, 20000915,   45.4,23,   34.9,23, 9999.9, 0, 9999.9, 0,   5.6,21,   3.5,23,   7.0, 999.9,   57.2*,  27.9 , 0.00I,999.9, 100000,
025500,99999, 20000920,   49.4,23,   38.2,23, 9999.9, 0, 9999.9, 0,   6.6,21,   6.3,23,   9.9, 999.9,   60.8*,  30.9 , 0.00I,999.9, 000000,
025500,99999, 20000925,   40.9,23,   31.4,23, 9999.9, 0, 9999.9, 0,   5.9,21,   2.9,23,   7.0, 999.9,   56.8 ,  26.1 , 0.00I,999.9, 100000,
025500,99999, 20000929,   60.8,23,   53.7,23, 9999.9, 0, 9999.9, 0,   5.3,21,   5.8,23,   8.9, 999.9,   70.2 ,  51.8*, 0.00I,999.9, 000000,
025500,99999, 20001001,   53.4,18,   47.9,18, 9999.9, 0, 9999.9, 0,   5.6,17,   5.4,18,   9.9, 999.9,   57.2*,  50.0*,99.99 ,999.9, 010010,
025500,99999, 20001005,   52.8,21,   50.0,21, 9999.9, 0, 9999.9, 0,   3.0,19,   3.5,21,   6.0, 999.9,   58.3 ,  46.6 , 0.00I,999.9, 100000,
025500,99999, 20001010,   47.5,23,   44.6,23, 9999.9, 0, 9999.9, 0,   4.6,21,   9.2,23,  12.0, 999.9,   48.7*,  46.4*,99.99 ,999.9, 010000,
025500,99999, 20001015,   46.4,21,   42.9,21, 9999.9, 0, 9999.9, 0,   5.4,19,   4.6,21,   7.0, 999.9,   50.0*,  41.0*, 0.00I,999.9, 000000,
025500,99999, 20001020,   49.9,23,   47.6,23, 9999.9, 0, 9999.9, 0,   2.2,20,   4.8,23,   7.0, 999.9,   50.5 ,  48.9 ,99.99 ,999.9, 010000,
025500,99999, 20001025,   47.0,23,   44.1,23, 9999.9, 0, 9999.9, 0,   6.1,21,   9.1,23,  13.0, 999.9,   48.6 ,  44.6*,99.99 ,999.9, 010000,
025500,99999, 20001029,   45.9,21,   42.1,21, 9999.9, 0, 9999.9, 0,   6.6,18,   8.8,21,  15.0, 999.9,   50.5 ,  41.0*,99.99 ,999.9, 010000,
025500,99999, 20001101,   44.1,23,   40.2,23, 9999.9, 0, 9999.9, 0,   6.7,21,   9.3,23,  14.0, 999.9,   47.3 ,  42.6 ,99.99 ,999.9, 010000,
025500,99999, 20001105,   40.8,21,   37.1,21, 1008.3, 4,  980.9, 4,   5.4,17,   4.7,21,   7.0, 999.9,   42.8*,  37.0 , 0.00I,999.9, 000000,
025500,99999, 20001110,   43.3,23,   40.0,23, 9999.9, 0, 9999.9, 0,   5.8,21,   6.9,23,   8.9, 999.9,   45.0 ,  42.4 ,99.99 ,999.9, 010000,
025500,99999, 20001115,   39.0,21,   36.4,21, 9999.9, 0, 9999.9, 0,   4.4,19,   3.3,21,   6.0, 999.9,   41.0*,  34.3 , 0.00I,999.9, 100000,
025500,99999, 20001120,   41.1,23,   37.4,23, 9999.9, 0, 9999.9, 0,   4.8,21,   6.6,23,  13.0, 999.9,   43.2 ,  37.4*,99.99 ,999.9, 010000,
025500,99999, 20001125,   40.8,19,   38.4,19, 1009.1, 4,  981.6, 4,   4.8,15,   4.1,19,   6.0, 999.9,   42.8 ,  37.4*, 0.00I,999.9, 000000,
025500,99999, 20001129,   44.7,23,   43.5,23, 9999.9, 0, 9999.9, 0,   2.3,22,   6.0,23,   8.9, 999.9,   48.7 ,  37.8 ,99.99 ,999.9, 110000,
025500,99999, 20001201,   41.4,22,   39.9,22, 9999.9, 0, 9999.9, 0,   3.5,20,   6.9,22,   9.9, 999.9,   44.8*,  37.0 , 0.00I,999.9, 000000,
025500,99999, 20001205,   42.8,23,   41.8,23, 9999.9, 0, 9999.9, 0,   2.5,20,   9.2,23,  12.0, 999.9,   45.1 ,  38.1 ,99.99 ,999.9, 010000,
025500,99999, 20001210,   42.0,21,   40.3,21, 9999.9, 0, 9999.9, 0,   6.0,18,   7.5,21,   9.9, 999.9,   43.5 ,  41.0*,99.99 ,999.9, 010000,
025500,99999, 20001215,   39.5,23,   38.5,23, 9999.9, 0, 9999.9, 0,   4.9,21,   8.1,23,  12.0, 999.9,   41.0*,  38.3 ,99.99 ,999.9, 010000,
025500,99999, 20001220,   26.5,24,   25.0,24, 9999.9, 0, 9999.9, 0,   6.5,22,   2.1,24,   6.0, 999.9,   32.0 ,  18.5 , 0.00I,999.9, 000000,
025500,99999, 20001225,   17.8,11,   15.6,11, 1004.3, 7,  976.1, 7,   7.0, 4,   1.9,11,   2.9, 999.9,   23.2 ,  12.2 , 0.00I,999.9, 000000,
025500,99999, 20001229,   31.1,23,   30.1,23, 9999.9, 0, 9999.9, 0,   4.4,21,   4.7,23,   8.0, 999.9,   32.0*,  28.4*,99.99 ,999.9, 001000,
025500,99999, 20010101,   24.5,17,   23.0,17, 1011.4, 4,  983.0, 4,   6.6,13,   6.4,17,  11.1, 999.9,   32.0*,  16.0 ,99.99 ,999.9, 001000,
025500,99999, 20010105,   34.6,23,   33.4,23, 9999.9, 0, 9999.9, 0,   3.7,21,   8.6,23,  12.0, 999.9,   35.8*,  33.1 ,99.99 ,999.9, 111000,
025500,99999, 20010110,   23.6,23,   20.5,23, 9999.9, 0, 9999.9, 0,   6.7,21,   6.4,23,  11.1, 999.9,   27.1 ,  19.4*, 0.00I,999.9, 000000,
025500,99999, 20010115,   23.5,23,   22.7,23, 9999.9, 0, 9999.9, 0,   3.9,21,   3.9,23,   6.0, 999.9,   27.1 ,  11.8 , 0.00I,999.9, 000000,
025500,99999, 20010120,   28.2,20,   25.8,20, 9999.9, 0, 9999.9, 0,   5.8,17,   3.3,20,   6.0, 999.9,   29.1 ,  26.6*,99.99 ,999.9, 011000,
025500,99999, 20010125,   35.9,23,   33.6,23, 9999.9, 0, 9999.9, 0,   6.5,21,   8.5,23,  11.1, 999.9,   37.6 ,  33.8*,99.99 ,999.9, 010000,
025500,99999, 20010129,   29.4,22,   28.0,22, 9999.9, 0, 9999.9, 0,   5.8,20,   3.1,22,   7.0, 999.9,   32.2 ,  20.7 , 0.00I,999.9, 000000,
025500,99999, 20010201,   21.4,24,   18.9,24, 9999.9, 0, 9999.9, 0,   4.1,22,   9.0,24,  13.0, 999.9,   30.4*,  10.4*,99.99 ,999.9, 101000,
025500,99999, 20010205,    5.7,24,    0.8,24, 9999.9, 0, 9999.9, 0,   5.2,22,   6.5,24,  11.1, 999.9,   14.0*, -11.2 ,99.99 ,999.9, 001000,
025500,99999, 20010210,   24.4,20,   20.7,20, 9999.9, 0, 9999.9, 0,   6.2,18,   4.7,20,   7.8, 999.9,   33.8 ,  14.2 , 0.00I,999.9, 000000,
025500,99999, 20010215,   37.0,24,   29.7,24, 9999.9, 0, 9999.9, 0,   5.9,21,  10.0,24,  15.0, 999.9,   45.7 ,  31.3 , 0.00I,999.9, 000000,
025500,99999, 20010220,   34.6,21,   28.7,21, 9999.9, 0, 9999.9, 0,   6.6,19,  11.7,21,  19.0,  35.0,   39.2*,  27.5 , 0.00I,999.9, 000000,
025500,99999, 20010225,   20.0,21,   17.6,21, 1001.7, 4,  973.6, 4,   5.1,17,   6.6,21,   9.9, 999.9,   21.9 ,  15.8*,99.99 ,999.9, 001000,
025500,99999, 20010301,   19.1,21,   16.9,21, 9999.9, 0, 9999.9, 0,   3.2,20,  10.8,21,  14.0, 999.9,   21.2*,  17.2 ,99.99 ,999.9, 001000,
025500,99999, 20010305,   18.3,22,   13.8,22, 9999.9, 0, 9999.9, 0,   5.8,20,   7.8,22,  15.0, 999.9,   32.4 ,  -8.5 , 0.00I,999.9, 000000,
025500,99999, 20010310,   38.2,20,   37.6,20, 9999.9, 0, 9999.9, 0,   1.2,17,   6.7,20,   8.9, 999.9,   41.5 ,  34.0 ,99.99 ,999.9, 110000,
025500,99999, 20010315,   33.6,23,   29.2,23, 9999.9, 0, 9999.9, 0,   6.3,21,   4.1,23,   8.0, 999.9,   41.9 ,  26.6*,99.99 ,999.9, 001000,
025500,99999, 20010320,   19.6,24,   10.9,24, 9999.9, 0, 9999.9, 0,   6.2,22,   3.4,24,   7.8, 999.9,   37.9 ,  10.4*, 0.00I,999.9, 000000,
025500,99999, 20010325,   24.9,22,   15.1,22, 9999.9, 0, 9999.9, 0,   6.3,20,   3.6,22,   8.9, 999.9,   35.8 ,   8.6 , 0.00I,999.9, 000000,
025500,99999, 20010329,   34.5,24,   20.2,24, 9999.9, 0, 9999.9, 0,   5.4,22,  13.3,24,  21.4,  28.0,   45.5 ,  26.4 ,99.99 ,999.9, 001000,
025500,99999, 20010401,   41.9,23,   38.2,23, 9999.9, 0, 9999.9, 0,   5.4,20,   9.2,23,  15.5, 999.9,   48.6 ,  36.9*, 0.00I,999.9, 000000,
025500,99999, 20010405,   39.2,23,   35.6,23, 9999.9, 0, 9999.9, 0,   6.8,21,  14.7,23,  22.0, 999.9,   42.8*,  35.6*,99.99 ,999.9, 010000,
025500,99999, 20010410,   38.2,23,   26.9,23, 9999.9, 0, 9999.9, 0,   6.3,21,   4.0,23,   8.0, 999.9,   49.3 ,  24.8*, 0.00I,999.9, 000000,
025500,99999, 20010415,   31.9,20,   16.2,20, 9999.9, 0, 9999.9, 0,   6.2,18,   3.8,20,   9.9, 999.9,   42.1 ,  14.2 , 0.00I,999.9, 000000,
025500,99999, 20010420,   33.7,23,   31.4,23, 9999.9, 0, 9999.9, 0,   6.1,20,   3.9,23,   8.0, 999.9,   41.2 ,  24.8*,99.99 ,999.9, 111000,
025500,99999, 20010425,   43.5,22,   37.9,22, 9999.9, 0, 9999.9, 0,   6.3,19,   5.0,22,   7.0, 999.9,   53.6 ,  27.9 , 0.00I,999.9, 100000,
025500,99999, 20010429,   44.3,22,   38.5,22, 9999.9, 0, 9999.9, 0,   6.3,20,   8.3,22,  13.6, 999.9,   51.8 ,  33.8*,99.99 ,999.9, 110000,
025500,99999, 20010501,   48.4,23,   38.1,23, 9999.9, 0, 9999.9, 0,   6.4,21,   9.5,23,  15.9, 999.9,   57.6 ,  39.2*, 0.00I,999.9, 000000,
025500,99999, 20010505,   40.2,17,   35.4,17, 1016.0, 4,  988.2, 4,   5.9,13,   6.6,17,  11.1, 999.9,   48.2 ,  36.3 ,99.99 ,999.9, 010000,
025500,99999, 20010510,   50.6,23,   37.6,23, 9999.9, 0, 9999.9, 0,   6.2,21,   5.0,23,  11.1, 999.9,   61.2 ,  35.6 , 0.00I,999.9, 000000,
025500,99999, 20010515,   50.9,20,   42.9,20, 9999.9, 0, 9999.9, 0,   7.1,16,   5.4,20,   8.0, 999.9,   60.8*,  37.8 ,99.99 ,999.9, 110000,
025500,99999, 20010520,   47.7,21,   36.2,21, 1013.3, 4,  986.1, 4,   6.4,16,   9.7,21,  18.1, 999.9,   60.1 ,  39.2*, 0.00I,999.9, 000010,
025500,99999, 20010525,   45.5,23,   27.5,23, 9999.9, 0, 9999.9, 0,   6.2,21,   6.2,23,  11.1, 999.9,   55.4 ,  30.2*, 0.00I,999.9, 000000,
025500,99999, 20010529,   44.6,23,   43.5,23, 9999.9, 0, 9999.9, 0,   4.9,18,   7.8,23,  12.0, 999.9,   48.2*,  41.0*,99.99 ,999.9, 010000,
025500,99999, 20010601,   51.7,18,   43.8,18, 1008.0, 6,  981.2, 6,   7.6, 8,   9.6,18,  15.9, 999.9,   62.2 ,  39.4 ,99.99 ,999.9, 010000,
025500,99999, 20010605,   51.0,16,   42.8,16, 1011.6, 7,  984.7, 7,   5.3, 7,   9.1,16,  15.0, 999.9,   62.4 ,  36.5 , 0.00I,999.9, 000000,
025500,99999, 20010610,   47.0,23,   38.5,23, 9999.9, 0, 9999.9, 0,  10.7,17,   7.3,23,  15.5, 999.9,   56.7 ,  34.0 ,99.99 ,999.9, 010000,
025500,99999, 20010615,   56.5,18,   39.4,18, 9999.9, 0, 9999.9, 0,   6.4,16,   4.8,18,   7.8, 999.9,   67.3 ,  41.2*, 0.00I,999.9, 000000,
025500,99999, 20010620,   60.6,23,   44.7,23, 9999.9, 0, 9999.9, 0,   6.4,21,   6.8,23,  15.0, 999.9,   73.4 ,  43.3 ,99.99 ,999.9, 010000,
025500,99999, 20010625,   62.1,21,   48.9,21, 9999.9, 0, 9999.9, 0,   5.7,18,   5.6,21,  11.1, 999.9,   73.4*,  51.4 , 0.00I,999.9, 000000,
025500,99999, 20010629,   63.1,19,   51.0,19, 1015.8, 5,  989.3, 5,   6.4,13,   7.9,19,  14.0, 999.9,   73.2 ,  50.0*, 0.00I,999.9, 000000,
025500,99999, 20010701,   58.8,18,   51.1,18, 9999.9, 0, 9999.9, 0,   7.7,11,   8.5,18,  15.5, 999.9,   66.6 ,  50.0*,99.99 ,999.9, 010000,
025500,99999, 20010705,   70.3,23,   52.6,23, 9999.9, 0, 9999.9, 0,   6.2,21,   4.1,23,   7.8, 999.9,   81.0 ,  51.4 , 0.00I,999.9, 000000,
025500,99999, 20010710,   62.4,18,   54.5,18, 1004.4, 5,  978.3, 5,   5.8,11,   6.7,18,  13.6, 999.9,   71.6 ,  55.4*, 0.00I,999.9, 000000,
025500,99999, 20010715,   60.1,20,   53.4,20, 9999.9, 0, 9999.9, 0,   6.8,13,   8.9,20,  19.4,  27.0,   69.6 ,  50.0*,99.99 ,999.9, 010000,
025500,99999, 20010720,   62.8,20,   54.2,20, 1008.1, 5,  981.8, 5,   6.0,14,   4.0,20,   9.9, 999.9,   74.7 ,  49.3 ,99.99 ,999.9, 110010,
025500,99999, 20010725,   65.3,22,   52.9,22, 9999.9, 0, 9999.9, 0,   6.2,20,   4.1,22,   8.9, 999.9,   76.3 ,  51.8*, 0.00I,999.9, 000000,
025500,99999, 20010729,   67.3,22,   54.5,22, 9999.9, 0, 9999.9, 0,   6.2,20,  10.2,22,  15.0, 999.9,   76.8 ,  56.3 , 0.00I,999.9, 000000,
